student_id,gender,study_time_hours,attendance_percent,sleep_hours,parental_education,internet_access,extracurricular_activities,part_time_job,previous_grade,final_exam_score,final_grade,final_grade_category,final_grade_binary
864,Female,1.2,94.2,4.6,Masters,Yes,No,No,65.9,71.2,C,Low Grade,0
865,Female,4.0,83.7,7.5,Masters,Yes,Yes,No,70.5,83.5,B,High Grade,1
866,Male,4.8,100.0,7.2,High School,Yes,No,Yes,48.0,89.8,B,High Grade,1
867,Male,0.5,70.5,7.6,High School,Yes,Yes,No,86.7,80.3,B,High Grade,1
868,Female,4.1,84.9,8.1,Masters,Yes,Yes,No,71.7,91.6,A,High Grade,1
869,Male,5.3,72.5,7.2,Bachelors,Yes,Yes,No,74.6,95.8,A,High Grade,1
870,Female,1.7,88.6,7.0,High School,Yes,No,No,86.4,84.4,B,High Grade,1
871,Male,6.0,93.9,5.7,Bachelors,Yes,No,No,62.4,96.1,A,High Grade,1
872,Female,4.1,80.8,5.9,High School,Yes,Yes,Yes,76.9,92.6,A,High Grade,1
873,Female,2.4,59.0,8.2,High School,Yes,No,No,68.7,75.5,C,Low Grade,0
874,Male,3.4,87.0,8.5,Bachelors,Yes,No,No,67.8,85.1,B,High Grade,1
875,Female,4.3,89.4,6.5,High School,Yes,No,No,60.7,93.8,A,High Grade,1
876,Male,3.6,89.0,6.9,Unknown,Yes,Yes,No,90.0,81.4,B,High Grade,1
877,Female,4.3,97.4,5.7,High School,Yes,No,Yes,65.5,98.8,A,High Grade,1
878,Female,2.1,74.3,8.2,High School,No,Yes,No,78.4,65.4,D,Low Grade,0
879,Male,3.8,91.8,7.6,High School,Yes,Yes,No,47.5,77.6,C,Low Grade,0
880,Male,1.4,96.9,9.1,Masters,Yes,Yes,Yes,84.2,85.6,B,High Grade,1
881,Male,3.3,67.2,5.7,Bachelors,Yes,Yes,No,82.6,81.4,B,High Grade,1
882,Female,2.1,88.2,6.3,Bachelors,Yes,No,No,71.2,85.4,B,High Grade,1
883,Male,2.4,80.0,7.1,High School,Yes,Yes,No,67.3,71.9,C,Low Grade,0
884,Female,5.4,84.2,7.6,High School,Yes,No,Yes,74.8,94.4,A,High Grade,1
885,Female,5.1,88.5,6.5,Bachelors,Yes,Yes,No,97.5,100.0,A,High Grade,1
886,Male,4.4,80.1,5.8,Masters,Yes,Yes,Yes,48.8,77.1,C,Low Grade,0
887,Male,1.9,78.2,7.9,PhD,Yes,No,Yes,79.4,76.8,C,Low Grade,0
888,Female,3.0,85.3,7.7,High School,Yes,No,No,59.1,79.8,C,Low Grade,0
889,Female,5.3,74.1,5.7,Bachelors,Yes,Yes,Yes,69.8,82.2,B,High Grade,1
890,Male,3.7,74.1,8.4,Unknown,Yes,Yes,Yes,67.0,77.4,C,Low Grade,0
891,Male,7.0,91.8,8.2,Bachelors,Yes,Yes,Yes,64.9,100.0,A,High Grade,1
892,Male,4.1,73.5,7.0,Masters,Yes,Yes,Yes,69.9,87.2,B,High Grade,1
893,Male,3.8,91.7,6.9,High School,Yes,No,Yes,56.4,76.4,C,Low Grade,0
894,Male,3.0,89.6,7.5,Unknown,No,No,No,82.4,79.6,C,Low Grade,0
895,Female,3.7,67.7,5.8,Masters,Yes,Yes,Yes,48.5,71.4,C,Low Grade,0
896,Female,3.3,78.2,6.8,Unknown,Yes,No,Yes,76.5,80.8,B,High Grade,1
897,Female,4.6,96.9,4.2,Masters,Yes,No,Yes,66.1,91.1,A,High Grade,1
898,Female,4.9,75.2,7.9,Bachelors,Yes,Yes,No,55.9,78.8,C,Low Grade,0
899,Male,2.3,80.4,4.9,Unknown,Yes,Yes,No,72.4,66.7,D,Low Grade,0
900,Male,1.5,89.6,8.6,High School,Yes,No,No,51.3,68.8,D,Low Grade,0
901,Male,0.7,92.8,6.4,High School,Yes,No,No,70.5,69.9,D,Low Grade,0
902,Female,4.3,82.5,6.5,Masters,Yes,Yes,No,52.9,80.7,B,High Grade,1
903,Female,1.8,79.0,6.0,Masters,Yes,Yes,No,75.5,73.3,C,Low Grade,0
904,Male,0.5,99.2,6.5,Unknown,No,Yes,Yes,58.9,68.8,D,Low Grade,0
905,Male,4.1,100.0,8.5,High School,Yes,No,No,64.6,90.8,A,High Grade,1
906,Female,7.2,94.8,3.8,Masters,Yes,Yes,No,73.5,100.0,A,High Grade,1
907,Female,3.5,85.9,8.3,Masters,Yes,Yes,No,60.7,85.0,B,High Grade,1
908,Male,4.8,76.9,7.2,High School,Yes,No,Yes,69.3,86.0,B,High Grade,1
909,Male,3.6,76.7,5.4,Bachelors,Yes,No,No,51.8,73.1,C,Low Grade,0
910,Female,3.4,90.2,5.5,High School,Yes,No,Yes,77.6,87.6,B,High Grade,1
911,Male,4.9,89.2,8.8,High School,Yes,Yes,Yes,91.2,96.5,A,High Grade,1
912,Male,3.1,99.0,5.7,Unknown,Yes,Yes,No,100.0,100.0,A,High Grade,1
913,Male,3.9,91.5,5.4,Bachelors,No,Yes,No,71.1,82.1,B,High Grade,1
914,Female,4.0,70.0,8.2,Masters,Yes,Yes,No,79.5,80.3,B,High Grade,1
915,Female,2.5,95.5,7.2,Unknown,Yes,No,No,48.6,76.9,C,Low Grade,0
916,Female,5.0,75.0,5.7,Bachelors,No,Yes,Yes,88.0,81.7,B,High Grade,1
917,Female,3.2,81.2,7.1,Masters,Yes,Yes,Yes,79.3,88.1,B,High Grade,1
918,Female,2.4,87.5,5.6,Bachelors,Yes,Yes,Yes,64.2,88.1,B,High Grade,1
919,Female,4.3,100.0,8.1,PhD,Yes,Yes,No,84.8,97.3,A,High Grade,1
920,Female,2.2,100.0,8.1,High School,Yes,No,Yes,66.9,83.4,B,High Grade,1
921,Male,3.5,91.1,7.4,Unknown,Yes,Yes,Yes,64.5,72.8,C,Low Grade,0
922,Male,3.5,83.2,7.2,High School,Yes,Yes,No,75.7,90.5,A,High Grade,1
923,Male,5.1,90.3,8.9,High School,Yes,Yes,Yes,57.2,83.8,B,High Grade,1
924,Male,4.2,93.9,6.8,Masters,Yes,Yes,No,82.3,93.1,A,High Grade,1
925,Male,3.5,81.8,5.4,Bachelors,Yes,Yes,No,57.3,71.2,C,Low Grade,0
926,Male,4.7,100.0,7.3,Bachelors,Yes,No,No,57.4,95.3,A,High Grade,1
927,Male,5.6,87.3,9.3,Bachelors,Yes,No,No,59.1,99.6,A,High Grade,1
928,Female,4.3,90.0,5.6,Masters,Yes,No,No,79.1,92.4,A,High Grade,1
929,Female,3.5,91.7,6.4,High School,Yes,No,Yes,62.6,75.4,C,Low Grade,0
930,Male,1.5,89.2,7.3,High School,Yes,No,No,53.8,80.8,B,High Grade,1
931,Male,1.9,93.4,6.7,High School,Yes,No,No,62.7,72.9,C,Low Grade,0
932,Female,3.0,78.8,5.6,Bachelors,Yes,Yes,Yes,69.6,63.7,D,Low Grade,0
933,Male,2.6,79.4,8.1,High School,Yes,Yes,Yes,55.8,75.3,C,Low Grade,0
934,Male,3.2,74.0,9.6,Bachelors,Yes,Yes,No,56.2,71.7,C,Low Grade,0
935,Female,3.6,89.4,7.0,Bachelors,Yes,No,No,95.3,100.0,A,High Grade,1
936,Male,4.3,92.8,5.7,High School,Yes,No,No,59.7,83.3,B,High Grade,1
937,Female,3.4,89.6,4.9,Bachelors,Yes,No,No,66.1,85.6,B,High Grade,1
938,Male,4.2,100.0,7.1,PhD,No,Yes,Yes,65.6,93.1,A,High Grade,1
939,Female,3.6,84.9,8.1,High School,Yes,No,No,64.9,77.3,C,Low Grade,0
940,Female,0.5,91.7,7.4,Bachelors,Yes,Yes,No,77.5,74.8,C,Low Grade,0
941,Female,2.1,74.1,6.8,Masters,Yes,Yes,Yes,81.4,76.7,C,Low Grade,0
942,Male,3.3,81.1,6.1,Bachelors,No,Yes,No,66.3,85.3,B,High Grade,1
943,Female,1.7,92.0,5.5,Masters,Yes,Yes,No,55.2,68.6,D,Low Grade,0
944,Male,4.4,93.5,7.8,Bachelors,Yes,Yes,No,85.3,96.4,A,High Grade,1
945,Male,5.8,82.1,7.9,Bachelors,Yes,Yes,Yes,68.9,95.7,A,High Grade,1
946,Male,5.3,84.3,4.9,High School,Yes,Yes,No,90.8,96.1,A,High Grade,1
947,Male,3.2,69.8,8.7,Masters,Yes,No,No,43.1,70.4,C,Low Grade,0
948,Female,5.7,81.4,7.5,Masters,Yes,No,No,72.3,85.8,B,High Grade,1
949,Female,3.7,93.9,8.5,High School,No,No,No,93.0,100.0,A,High Grade,1
950,Male,3.0,90.8,5.2,Bachelors,No,Yes,Yes,65.8,65.8,D,Low Grade,0
951,Male,2.6,90.0,5.2,Unknown,No,No,No,67.3,72.4,C,Low Grade,0
952,Female,3.0,85.5,6.6,Bachelors,Yes,No,No,73.5,83.6,B,High Grade,1
953,Male,2.9,85.1,7.4,Bachelors,Yes,Yes,Yes,63.3,89.5,B,High Grade,1
954,Female,3.8,78.4,9.0,Unknown,Yes,Yes,No,66.3,77.9,C,Low Grade,0
955,Male,3.7,92.0,7.6,Masters,Yes,Yes,No,65.9,100.0,A,High Grade,1
956,Male,3.5,89.2,6.5,Bachelors,Yes,Yes,No,62.5,88.3,B,High Grade,1
957,Female,4.2,89.9,5.6,Masters,Yes,No,Yes,84.7,93.5,A,High Grade,1
958,Male,5.3,79.7,8.3,PhD,Yes,No,No,75.5,89.0,B,High Grade,1
959,Female,4.9,63.5,5.6,Bachelors,Yes,Yes,No,73.0,87.6,B,High Grade,1
960,Male,1.3,96.0,8.8,Bachelors,Yes,No,No,79.7,80.5,B,High Grade,1
961,Male,0.5,80.2,6.5,Bachelors,Yes,No,No,66.8,75.4,C,Low Grade,0
962,Male,4.9,76.4,8.7,Unknown,Yes,No,No,60.7,80.7,B,High Grade,1
963,Female,1.4,91.9,7.6,Masters,Yes,Yes,Yes,62.8,73.0,C,Low Grade,0
964,Male,3.2,81.1,6.6,High School,Yes,No,No,70.0,78.4,C,Low Grade,0
965,Male,1.7,95.6,6.2,PhD,Yes,Yes,No,57.3,69.5,D,Low Grade,0
966,Male,0.8,91.2,6.4,Bachelors,Yes,No,No,64.0,76.2,C,Low Grade,0
967,Male,4.3,91.8,7.3,High School,Yes,Yes,Yes,63.8,90.0,A,High Grade,1
968,Female,4.6,71.3,6.9,Bachelors,Yes,Yes,No,95.5,100.0,A,High Grade,1
969,Female,2.6,97.1,6.1,Bachelors,Yes,No,No,36.7,60.0,D,Low Grade,0
970,Male,0.5,87.6,6.6,PhD,Yes,Yes,No,67.8,78.3,C,Low Grade,0
971,Female,2.7,81.3,6.9,High School,Yes,Yes,Yes,90.7,100.0,A,High Grade,1
972,Male,4.1,86.4,4.2,Masters,No,Yes,Yes,71.5,75.6,C,Low Grade,0
973,Male,1.3,67.2,7.3,Bachelors,Yes,No,No,79.0,84.1,B,High Grade,1
974,Male,3.8,89.1,5.6,High School,No,Yes,Yes,71.2,77.9,C,Low Grade,0
975,Female,3.5,74.7,5.4,Unknown,Yes,No,No,62.0,67.9,D,Low Grade,0
976,Female,4.4,71.5,4.8,Bachelors,Yes,Yes,Yes,43.1,67.0,D,Low Grade,0
977,Female,3.7,69.8,4.6,High School,No,Yes,No,72.5,80.9,B,High Grade,1
978,Female,2.0,96.1,5.2,Bachelors,Yes,Yes,No,60.7,72.1,C,Low Grade,0
979,Female,5.3,78.7,5.9,PhD,Yes,Yes,No,60.4,83.0,B,High Grade,1
980,Female,3.3,100.0,9.1,High School,Yes,Yes,No,64.0,93.9,A,High Grade,1
981,Female,3.5,79.6,6.2,High School,Yes,Yes,No,90.9,91.4,A,High Grade,1
982,Female,2.1,67.9,7.0,High School,No,No,Yes,98.9,79.7,C,Low Grade,0
983,Female,2.8,73.8,7.3,High School,Yes,No,Yes,72.6,77.7,C,Low Grade,0
984,Male,2.2,97.4,7.0,Masters,Yes,Yes,No,64.4,85.0,B,High Grade,1
985,Female,3.2,83.4,6.7,Bachelors,Yes,Yes,No,55.9,75.4,C,Low Grade,0
986,Female,6.1,79.5,5.4,High School,Yes,No,No,75.6,96.4,A,High Grade,1
987,Female,1.4,86.6,8.5,High School,Yes,Yes,No,91.4,81.8,B,High Grade,1
988,Female,1.1,90.0,9.0,High School,Yes,Yes,No,67.0,85.8,B,High Grade,1
989,Female,5.7,96.2,4.8,Unknown,Yes,No,No,41.5,80.9,B,High Grade,1
990,Female,3.2,99.5,5.6,High School,Yes,No,Yes,78.0,93.9,A,High Grade,1
991,Female,2.5,81.4,6.5,Unknown,Yes,No,No,81.8,81.9,B,High Grade,1
992,Female,5.1,71.7,5.6,Bachelors,Yes,Yes,No,51.0,80.4,B,High Grade,1
993,Female,2.6,80.9,7.4,High School,Yes,Yes,No,72.1,78.8,C,Low Grade,0
994,Female,6.2,87.6,5.9,PhD,Yes,No,No,75.4,92.7,A,High Grade,1
995,Female,4.5,75.4,9.4,Bachelors,Yes,Yes,No,69.1,79.1,C,Low Grade,0
996,Male,2.8,75.4,8.2,Masters,Yes,Yes,No,60.5,70.7,C,Low Grade,0
997,Male,6.7,88.4,7.1,Unknown,No,Yes,No,82.2,99.5,A,High Grade,1
998,Female,2.6,84.5,8.0,High School,Yes,Yes,Yes,65.2,79.2,C,Low Grade,0
999,Female,4.6,85.3,8.1,High School,No,No,Yes,52.2,82.2,B,High Grade,1
1000,Male,3.9,77.4,6.1,Masters,Yes,No,No,45.4,70.4,C,Low Grade,0
